,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
5009,15000000,Filmax International,Brad Anderson,Crime,2203641,Transsiberian,R,9/5/08,111,6.7,Woody Harrelson,44948,Brad Anderson
5010,25000000,Paramount Pictures,Kimberly Peirce,Drama,10911750,Stop-loss,R,3/28/08,112,6.5,Ryan Phillippe,18404,Mark Richard
5011,5000000,Jackson Income Fund,Michael Keaton,Crime,346286,The merry gentleman,R,12/4/09,110,6.6,Michael Keaton,2365,Ron Lazzeretti
5012,20000000,Ecosse Films,Julian Jarrold,Drama,6414563,Brideshead revisited,PG-13,8/15/08,100,6.7,Matthew Goode,10581,Andrew Davies
5013,60000000,Twentieth Century Fox Film Corporation,Brian Robbins,Adventure,11802056,Meet dave,PG,7/11/08,90,4.9,Eddie Murphy,33540,Rob Greenberg
5014,0,Isabella Films B.V.,Martin Koolhoven,Drama,542860,Oorlogswinter,R,11/27/08,103,7.0,Martijn Lakemeier,10819,Mieke de Jong
5015,5000000,Shocking Bottle,Randall Miller,Comedy,4040588,Bottle shock,PG-13,9/5/08,110,6.8,Chris Pine,13051,Jody Savin
5016,0,Lookout Films,Jason Freeland,Drama,19853,Garden party,NOT RATED,5/30/08,88,5.6,Erik Smith,3113,Jason Freeland
5017,10000000,Canal+ EspaÒa,¡lex de la Iglesia,Crime,3607,The oxford murders,R,7/2/10,104,6.1,Elijah Wood,24282,¡lex de la Iglesia
5018,0,Roadside Attractions,Cyrus Nowrasteh,Drama,655647,The stoning of soraya m.,R,5/13/11,100,8.0,Shohreh Aghdashloo,15433,Betsy Giffen Nowrasteh
5019,22000000,Overture Films,Jeffrey Nachmanoff,Action,23530831,Traitor,PG-13,8/27/08,114,7.0,Don Cheadle,50958,Jeffrey Nachmanoff
5020,21000000,Touchstone Pictures,Joshua Michael Stern,Comedy,16284360,Swing vote,PG-13,8/1/08,120,6.1,Kevin Costner,15740,Jason Richman
5021,10000000,Barunson,Jee-woon Kim,Action,128486,The good the bad the weird,R,7/17/08,120,7.3,Kang-ho Song,28325,Jee-woon Kim
5022,25000000,2929 Productions,Barry Levinson,Comedy,1090947,What just happened,R,10/31/08,104,5.7,Robert De Niro,24511,Art Linson
5023,0,Dimension Films,Larry Bishop,Action,194287,Hell ride,R,1/17/09,84,5.1,Larry Bishop,14535,Larry Bishop
5024,27000000,Alcon Entertainment,Eric Valette,Horror,26876529,One missed call,PG-13,1/4/08,87,4.0,Edward Burns,27947,Andrew Klavan
5025,18000000,Senator Entertainment Co,Gregor Jordan,Crime,300000,The informers,R,4/24/09,98,5.1,Billy Bob Thornton,14783,Bret Easton Ellis
5026,1500000,Bridgit Folman Film Gang,Ari Folman,Animation,2283276,Waltz with bashir,R,7/15/09,90,8.0,Ari Folman,48937,Ari Folman
5027,25000000,Exodus Film Group,Tony Leondis,Animation,19528602,Igor,PG,9/19/08,87,6.0,John Cusack,20476,Chris McKenna
5028,0,PathÈ Renn Productions,Dany Boon,Comedy,1477650,Welcome to the sticks,NOT RATED,2/27/08,106,7.1,Kad Merad,33194,Dany Boon
5029,20000000,Pelican Productions LLC (I),Fred Wolf,Adventure,6563357,Strange wilderness,R,2/1/08,100,5.3,Steve Zahn,19380,Peter Gaulke
5030,60000000,Universal Pictures,Sam Fell,Animation,50877145,The tale of despereaux,G,12/19/08,93,6.1,Matthew Broderick,32512,Kate DiCamillo
5031,0,Constantin Film,Uli Edel,Action,476270,The baader meinhof complex,R,9/25/08,150,7.4,Martina Gedeck,31532,Bernd Eichinger
5032,0,Harbinger Pictures,Tate Taylor,Comedy,6537,Pretty ugly people,R,4/12/08,99,5.0,Missi Pyle,1567,Tate Taylor
5033,0,"Tyler Perry Company, The",Tyler Perry,Comedy,41939392,Meet the browns,PG-13,3/21/08,100,4.1,Tamela J. Mann,5913,Tyler Perry
5034,25000000,Edward R. Pressman Film,Simon Hunter,Action,6820,Mutant chronicles,R,1/8/10,111,5.2,Thomas Jane,24230,Philip Eisner
5035,25000000,CinemaNX,Richard Linklater,Drama,1186957,Me and orson welles,PG-13,12/18/09,114,6.8,Zac Efron,9720,Robert Kaplow
5036,6000000,Occupant Entertainment,Jonathan Levine,Comedy,2077116,The wackness,R,8/1/08,99,7.0,Josh Peck,28052,Jonathan Levine
5037,0,Nimbus Film Productions,Ole Christian Madsen,Drama,145109,Flame & citron,NOT RATED,3/28/08,130,7.3,Thure Lindhardt,15298,Lars Kristian Andersen
5038,0,Walt Disney Pictures,Roger Kumble,Adventure,45588608,College road trip,G,3/7/08,83,4.3,Raven-SymonÈ,13864,Emi Mochizuki
5039,20000000,Mandeville Films,Raja Gosnell,Adventure,94514402,Beverly hills chihuahua,PG,10/3/08,91,3.7,Drew Barrymore,18775,Analisa LaBianco
5040,3500000,Lago Film,Jennifer Lynch,Crime,27349,Surveillance,R,4/24/09,97,6.4,Julia Ormond,15448,Kent Harper
5041,0,Go Films,Ryan Little,Drama,630649,Forever strong,PG-13,9/26/08,100,7.3,Sean Faris,9361,David Pliler
5042,5000000,Huntington Prep,Mickey Liddell,Drama,13350177,The haunting of molly hartley,PG-13,10/31/08,82,3.9,Haley Bennett,8232,John Travis
5043,0,Warp X,Oliver Blackburn,Crime,18378,Donkey punch,R,7/18/08,99,5.2,Sian Breckin,9738,Oliver Blackburn
5044,0,Screen Gems,David E. Talbert,Comedy,37931869,First sunday,PG-13,1/11/08,100,4.3,Ice Cube,8271,David E. Talbert
5045,22000000,Big City Pictures,Callie Khouri,Comedy,20668843,Mad money,PG-13,1/18/08,104,5.8,Diane Keaton,17753,Glenn Gers
5046,35000000,Universal Pictures,Malcolm D. Lee,Comedy,42436517,"Welcome home, roscoe jenkins",PG-13,2/8/08,100,5.4,Martin Lawrence,11439,Malcolm D. Lee
5047,0,Haut et Court,Laurent Cantet,Drama,3766595,The class,PG-13,3/13/09,128,7.5,FranÁois BÈgaudeau,30748,Laurent Cantet
5048,8000000,Kulture Machine,Dennis Lee,Drama,3393161,Fireflies in the garden,R,11/13/09,99,6.5,Ryan Reynolds,11269,Robert Frost
5049,45000000,40 Acres & A Mule Filmworks,Spike Lee,Action,7916887,Miracle at st. anna,R,9/26/08,160,6.0,Derek Luke,16239,James McBride
5050,7000000,Sony Pictures Classics,David Mamet,Drama,2344847,Redbelt,R,5/9/08,99,6.8,Chiwetel Ejiofor,19183,David Mamet
5051,10000000,Picturehouse,Patricia Rozema,Drama,17655201,Kit kittredge: an american girl,G,7/2/08,101,6.6,Abigail Breslin,4988,Ann Peacock
5052,13000000,Lakeshore Entertainment,Isabel Coixet,Drama,3581642,Elegy,R,8/29/08,112,6.8,Ben Kingsley,20231,Nicholas Meyer
5053,0,Picture Farm,Rupert Wyatt,Crime,13023,The escapist,NOT RATED,6/20/08,102,6.8,Brian Cox,15204,Daniel Hardy
5054,6500000,Element Films,Deb Hagan,Comedy,4693919,College,R,8/29/08,100,4.6,Drake Bell,11342,Dan Callahan
5055,0,La Petite Reine,Jean-FranÁois Richet,Action,551660,Mesrine part 1: killer instinct,R,10/22/08,113,7.6,Vincent Cassel,28237,Jacques Mesrine
5056,0,Niama Film,Nikolai M¸llerschˆn,Action,36569,The red baron,PG-13,4/10/08,106,6.4,Matthias Schweighˆfer,10306,Nikolai M¸llerschˆn
5057,0,Louisiana Producers Film Source,Tyler Perry,Drama,37019849,The family that preys,PG-13,9/12/08,100,5.4,Kathy Bates,6087,Tyler Perry
5058,9000000,Bona Fide Productions,Andrew Fleming,Comedy,4881867,Hamlet 2,R,8/27/08,92,6.4,Steve Coogan,15574,Pam Brady
5059,10000000,New Crime Productions,Joshua Seftel,Action,580862,"War, inc.",R,6/13/08,107,5.7,John Cusack,20411,Mark Leyner
5060,130000000,Warner Bros.,Zack Snyder,Action,107509799,Watchmen,R,3/6/09,162,7.6,Jackie Earle Haley,419061,David Hayter
5061,237000000,Twentieth Century Fox Film Corporation,James Cameron,Action,760507625,Avatar,PG-13,12/18/09,162,7.8,Sam Worthington,954412,James Cameron
5062,75000000,Universal Pictures,Quentin Tarantino,Adventure,120540719,Inglourious basterds,R,8/21/09,153,8.3,Brad Pitt,988686,Quentin Tarantino
5063,150000000,Paramount Pictures,J.J. Abrams,Action,257730019,Star trek,PG-13,5/8/09,127,8.0,Chris Pine,532987,Roberto Orci
5064,35000000,Warner Bros.,Todd Phillips,Comedy,277322503,The hangover,R,6/5/09,100,7.8,Zach Galifianakis,622881,Jon Lucas
5065,250000000,Warner Bros.,David Yates,Adventure,301959197,Harry potter and the half-blood prince,PG,7/15/09,153,7.5,Daniel Radcliffe,362271,Steve Kloves
5066,40000000,Twentieth Century Fox Film Corporation,Wes Anderson,Animation,21002919,Fantastic mr. fox,PG,11/25/09,87,7.8,George Clooney,154247,Roald Dahl
5067,23600000,Columbia Pictures,Ruben Fleischer,Adventure,75590286,Zombieland,R,10/2/09,88,7.7,Jesse Eisenberg,419201,Rhett Reese
5068,25000000,Paramount Pictures,Jason Reitman,Drama,83823381,Up in the air,R,12/23/09,109,7.4,George Clooney,283498,Walter Kirn
5069,29000000,Alcon Entertainment,John Lee Hancock,Biography,255959475,The blind side,PG-13,11/20/09,100,7.7,Quinton Aaron,242741,John Lee Hancock
5070,19000000,New Line Cinema,Marcus Nispel,Horror,65002019,Friday the 13th,R,2/13/09,97,5.6,Jared Padalecki,80586,Damian Shannon
5071,90000000,Warner Bros.,Guy Ritchie,Action,209028679,Sherlock holmes,PG-13,12/25/09,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson
5072,200000000,Columbia Pictures,Roland Emmerich,Action,166112167,2012,PG-13,11/13/09,158,5.8,John Cusack,303766,Roland Emmerich
5073,60000000,Focus Features,Henry Selick,Animation,75286229,Coraline,PG,2/6/09,100,7.7,Dakota Fanning,161158,Henry Selick
5074,150000000,Twentieth Century Fox Film Corporation,Gavin Hood,Action,179883157,X-men origins: wolverine,PG-13,5/1/09,107,6.7,Hugh Jackman,397838,David Benioff
5075,175000000,Pixar Animation Studios,Pete Docter,Animation,293004164,Up,PG,5/29/09,96,8.3,Edward Asner,743601,Pete Docter
5076,47000000,Pan EuropÈenne,Jaco Van Dormael,Drama,3600,Mr. nobody,R,9/26/13,141,7.9,Jared Leto,173190,Jaco Van Dormael
5077,11000000,StudioCanal,Atom Egoyan,Drama,3074838,Chloe,R,3/26/10,96,6.3,Julianne Moore,60262,Erin Cressida Wilson
5078,0,Vinod Chopra Productions,Rajkumar Hirani,Adventure,6532908,3 idiots,PG-13,12/25/09,170,8.4,Aamir Khan,250762,Rajkumar Hirani
5079,7500000,Fox Searchlight Pictures,Marc Webb,Comedy,32391374,500 days of summer,PG-13,8/7/09,95,7.7,Zooey Deschanel,407875,Scott Neustadter
5080,200000000,"Halcyon Company, The",McG,Action,125322469,Terminator salvation,PG-13,5/21/09,115,6.6,Christian Bale,301842,John Brancato
5081,5000000,Liberty Films UK,Duncan Jones,Drama,5009677,Moon,R,7/10/09,97,7.9,Sam Rockwell,283589,Duncan Jones
5082,200000000,DreamWorks,Michael Bay,Action,402111870,Transformers: revenge of the fallen,PG-13,6/24/09,150,6.0,Shia LaBeouf,343549,Ehren Kruger
5083,2000000,Tornasol Films,Juan JosÈ Campanella,Drama,20167424,The secret in their eyes,R,5/21/10,129,8.2,Ricardo DarÌn,149747,Eduardo Sacheri
5084,13000000,Yellow Bird,Niels Arden Oplev,Drama,10095170,The girl with the dragon tattoo,R,4/30/10,152,7.8,Michael Nyqvist,185107,Nikolaj Arcel
5085,30000000,Twentieth Century Fox Film Corporation,James Wong,Action,9353573,Dragonball: evolution,PG,4/10/09,85,2.6,Justin Chatwin,60877,Ben Ramsey
5086,0,Boo Productions,Yorgos Lanthimos,Drama,110248,Dogtooth,UNRATED,11/11/09,94,7.3,Christos Stergioglou,53533,Efthymis Filippou
5087,0,Dark Castle Entertainment,Jaume Collet-Serra,Horror,41596251,Orphan,R,7/24/09,123,7.0,Vera Farmiga,157791,David Leslie Johnson
5088,30000000,TriStar Pictures,Neill Blomkamp,Sci-Fi,115646235,Sector 9,R,8/14/09,112,8.0,Sharlto Copley,566581,Neill Blomkamp
5089,150000000,Columbia Pictures,Ron Howard,Mystery,133375846,Angels & demons,PG-13,5/15/09,138,6.7,Tom Hanks,232877,David Koepp
5090,16000000,Fox Atomic,Karyn Kusama,Comedy,16204793,Jennifer's body,R,9/18/09,102,5.1,Megan Fox,98187,Diablo Cody
5091,11000000,Zentropa Entertainments,Lars von Trier,Drama,397070,Anticristo,NOT RATED,3/18/11,108,6.6,Willem Dafoe,96352,Lars von Trier
5092,40000000,Touchstone Pictures,Anne Fletcher,Comedy,163958031,The proposal,PG-13,6/19/09,108,6.7,Sandra Bullock,247443,Peter Chiarelli
5093,25000000,Dimension Films,John Hillcoat,Adventure,56692,The road,R,12/18/09,111,7.3,Viggo Mortensen,191196,Cormac McCarthy
5094,50000000,"Film Department, The",F. Gary Gray,Crime,73343413,Law abiding citizen,R,10/16/09,109,7.4,Gerard Butler,232508,Kurt Wimmer
5095,65000000,Walt Disney Pictures,Andy Fickman,Action,67172594,Race to witch mountain,PG,3/13/09,98,5.7,Dwayne Johnson,46750,Matt Lopez
5096,30000000,Curmudgeon Films,Nick Cassavetes,Drama,49200230,My sister's keeper,PG-13,6/26/09,109,7.4,Cameron Diaz,79925,Jeremy Leven
5097,175000000,Paramount Pictures,Stephen Sommers,Action,152267519,G.i. joe: the rise of cobra,PG-13,8/7/09,118,5.8,Dennis Quaid,182662,Stuart Beattie
5098,15000000,Rogue Pictures,Dennis Iliadis,Crime,32721635,The last house on the left,R,3/13/09,110,6.6,Garret Dillahunt,72961,Adam Alleca
5099,85000000,Universal Pictures,Justin Lin,Action,155064265,Fast & furious,PG-13,4/3/09,107,6.6,Vin Diesel,223114,Chris Morgan
5100,65000000,DreamWorks,Peter Jackson,Drama,43818839,The lovely bones,PG-13,1/15/10,135,6.7,Rachel Weisz,133076,Fran Walsh
5101,40000000,New Line Cinema,Ken Kwapis,Comedy,93953653,A èl no le gustas tanto,PG-13,2/6/09,129,6.4,Jennifer Aniston,139962,Abby Kohn
5102,0,Six Entertainment,Tom Six,Horror,181467,The human centipede (first sequence),R,4/28/10,92,4.4,Dieter Laser,62034,Tom Six
5103,33000000,Constantin Film,Christian Alvart,Action,10330853,Pandorum,R,9/25/09,108,6.8,Dennis Quaid,128906,Travis Milloy
5104,100000000,Universal Pictures,Michael Mann,Biography,97104620,Public enemies,R,7/1/09,140,7.0,Christian Bale,244316,Ronan Bennett
5105,20000000,New Line Cinema,Burr Steers,Comedy,64167069,17 again,PG-13,4/17/09,102,6.4,Zac Efron,155399,Jason Filardi
5106,7000000,Fade to Black Productions,Tom Ford,Drama,9166863,A single man,R,2/5/10,99,7.6,Colin Firth,92447,Christopher Isherwood
5107,80000000,Touchstone Pictures,Jonathan Mostow,Action,38577772,Surrogates,PG-13,9/25/09,89,6.3,Bruce Willis,157149,Michael Ferris
5108,50000000,Temple Hill Entertainment,Chris Weitz,Adventure,296623634,The twilight saga: new moon,PG-13,11/20/09,130,4.6,Kristen Stewart,232524,Melissa Rosenberg
5109,15000000,Lionsgate,Patrick Lussier,Horror,51545952,My bloody valentine,R,1/16/09,101,5.5,Jensen Ackles,47784,Todd Farmer
5110,105000000,Walt Disney Animation Studios,Ron Clements,Animation,104400899,The princess and the frog,G,12/11/09,97,7.1,Anika Noni Rose,97887,Ron Clements
5111,40000000,Infinity Features Entertainment,Terry Gilliam,Adventure,7689607,The imaginarium of doctor parnassus,PG-13,1/8/10,123,6.8,Christopher Plummer,131731,Terry Gilliam
5112,40000000,DreamWorks,John Hamburg,Comedy,71440011,"I love you, man",R,3/20/09,105,7.0,Paul Rudd,174712,John Hamburg
5113,40000000,Universal Pictures,Paul Weitz,Action,13838130,Cirque du freak: the vampire's assistant,PG-13,10/23/09,100,5.9,Chris Massoglia,37859,Paul Weitz
5114,0,DreamWorks,Charles Guard,Drama,28573173,The uninvited,PG-13,1/30/09,87,6.4,Emily Browning,66806,Craig Rosenberg
5115,0,FidÈlitÈ Films,Gaspar NoÈ,Drama,336467,Enter the void,NOT RATED,5/5/10,161,7.3,Nathaniel Brown,51942,Gaspar NoÈ
5116,35000000,GK Films,Jean-Marc VallÈe,Biography,11001272,The young victoria,PG,1/8/10,100,7.3,Emily Blunt,49189,Julian Fellowes
5117,26000000,Lionsgate,Jim Sheridan,Drama,28501651,Brothers,R,12/4/09,105,7.1,Jake Gyllenhaal,94974,David Benioff
5118,900000,MPI Media Group,Ti West,Horror,100659,The house of the devil,R,5/4/12,95,6.4,Jocelin Donahue,33194,Ti West
5119,15000000,Dimension Films,Rob Zombie,Horror,33392973,Halloween ii,R,8/28/09,105,4.9,Scout Taylor-Compton,39233,Rob Zombie
5120,0,BBC Films,Nicolas Winding Refn,Adventure,17546,Valhalla rising,NOT RATED,3/31/10,93,6.0,Mads Mikkelsen,47214,Nicolas Winding Refn
5121,38000000,Columbia Pictures,Robert Luketic,Comedy,88915214,The ugly truth,R,7/24/09,96,6.5,Katherine Heigl,175985,Nicole Eastman
5122,60000000,Columbia Pictures,Harold Ramis,Adventure,43337279,Year one,PG-13,6/19/09,97,4.9,Jack Black,80204,Harold Ramis
5123,20000000,Screen Gems,Will Gluck,Comedy,17231291,Fired up!,PG-13,2/20/09,90,6.2,Eric Christian Olsen,38879,Will Gluck
5124,40000000,Columbia Pictures,Nora Ephron,Biography,94125426,Julie & julia,PG-13,8/7/09,118,7.0,Amy Adams,86198,Nora Ephron
5125,30000000,Focus Features,Shane Acker,Animation,31743332,9,PG-13,9/9/09,79,7.1,Elijah Wood,117268,Pamela Pettler
5126,40000000,New Line Cinema,David R. Ellis,Horror,66477700,The final destination,R,8/28/09,82,5.2,Nick Zano,81274,Eric Bress
5127,20000000,Fox Searchlight Pictures,George Tillman Jr.,Biography,36842118,Notorious,R,1/16/09,122,6.7,Jamal Woolard,34791,Reggie Rock Bythewood
5128,80000000,The Weinstein Company,Rob Marshall,Drama,19664021,Nine,PG-13,12/25/09,118,5.8,Daniel Day-Lewis,39041,Michael Tolkin
5130,8500000,PathÈ Renn Productions,Jane Campion,Biography,4444637,Bright star,PG,10/9/09,119,7.0,Abbie Cornish,22535,Jane Campion
5131,38000000,Summit Entertainment,Paul McGuigan,Action,31806100,Push,PG-13,2/6/09,111,6.1,Camilla Belle,95423,David Bourla
5132,75000000,Universal Pictures,Judd Apatow,Comedy,51855045,Funny people,R,7/31/09,146,6.3,Adam Sandler,104307,Judd Apatow
5133,10000000,Lionsgate,Lee Daniels,Drama,47395661,Precious,R,11/20/09,110,7.3,Gabourey Sidibe,93354,Geoffrey Fletcher
5134,11000000,Twisted Pictures,Kevin Greutert,Horror,27669413,El juego del miedo vi,R,10/23/09,90,6.0,Tobin Bell,83129,Patrick Melton
5135,0,BBC Films,Lone Scherfig,Drama,12574715,An education,PG-13,2/5/10,100,7.3,Carey Mulligan,117159,Lynn Barber
5136,50000000,Lionsgate,Mark Neveldine,Action,20488579,Gamer,R,9/4/09,95,5.8,Gerard Butler,118535,Mark Neveldine
5137,30000000,Fox 2000 Pictures,Gary Winick,Comedy,58715510,Bride wars,PG,1/9/09,89,5.5,Kate Hudson,86156,Greg DePaul
5138,60000000,Universal Pictures,Peter Billingsley,Comedy,109205660,Couples retreat,PG-13,10/9/09,113,5.5,Vince Vaughn,87743,Jon Favreau
5139,30000000,Universal Pictures,Sam Raimi,Horror,42100625,Drag me to hell,PG-13,5/29/09,99,6.6,Alison Lohman,166655,Sam Raimi
5140,50000000,Universal Pictures,Richard Curtis,Comedy,7994115,Pirate radio,R,11/13/09,135,7.4,Philip Seymour Hoffman,95825,Richard Curtis
5141,26000000,Gaumont,Vincenzo Natali,Drama,16999046,Splice: experimento mortal,R,6/4/10,104,5.8,Adrien Brody,83205,Vincenzo Natali
5142,35000000,Sketch Films,Patrick Tatopoulos,Action,45802315,Underworld: rise of the lycans,R,1/23/09,92,6.6,Rhona Mitra,132542,Danny McBride
5143,20000000,Lionsgate,Michael Spierig,Action,30101577,La hermandad,R,1/8/10,98,6.5,Ethan Hawke,110514,Michael Spierig
5144,175000000,DreamWorks Animation,Rob Letterman,Animation,198351526,Monsters vs. aliens,PG,3/27/09,94,6.5,Reese Witherspoon,123919,Maya Forbes
5145,26000000,Columbia Pictures,Steve Carr,Action,20819129,Paul blart: mall cop,PG,1/16/09,91,5.2,Kevin James,89303,Kevin James
5146,100000000,Columbia Pictures,Tony Scott,Action,65452312,The taking of pelham 123,R,6/12/09,106,6.4,Denzel Washington,160641,Brian Helgeland
5147,39000000,New Line Cinema,Robert Schwentke,Drama,63414846,The time traveler's wife,PG-13,8/14/09,107,7.1,Eric Bana,122959,Bruce Joel Rubin
5148,50000000,Summit Entertainment,Alex Proyas,Drama,79957634,Knowing,PG-13,3/20/09,121,6.2,Nicolas Cage,197063,Ryne Douglas Pearson
5149,7000000,Focus Features,Ethan Coen,Comedy,9190525,A serious man,R,11/6/09,106,7.0,Michael Stuhlbarg,110208,Joel Coen
5150,100000000,Columbia Pictures,Phil Lord,Animation,124870275,Cloudy with a chance of meatballs,PG,9/18/09,90,7.0,Anna Faris,167156,Phil Lord
5151,25000000,BBC Films,Grant Heslov,Comedy,32416109,The men who stare at goats,R,11/6/09,94,6.2,Ewan McGregor,114722,Jon Ronson
5152,6000000,Fox Atomic,Zach Cregger,Comedy,4542775,Miss march,R,3/13/09,90,5.0,Zach Cregger,19111,Zach Cregger
5153,0,Miramax,Greg Mottola,Comedy,16025394,Adventureland,R,4/3/09,100,6.8,Jesse Eisenberg,139072,Greg Mottola
5154,16000000,Warner Bros.,Richard Kelly,Drama,15045676,The box,PG-13,11/6/09,115,5.6,Cameron Diaz,80381,Richard Kelly
5155,6000000,LD Entertainment,Marcus Dunstan,Horror,7706394,The collector,R,7/31/09,90,6.4,Josh Stewart,47291,Patrick Melton
5156,60000000,Warner Bros.,Clint Eastwood,Biography,37491364,Invictus,PG-13,12/11/09,134,7.4,Morgan Freeman,132427,Anthony Peckham
5158,150000000,Twentieth Century Fox Film Corporation,Shawn Levy,Adventure,177243721,Night at the museum: battle of the smithsonian,PG,5/22/09,105,5.9,Ben Stiller,143636,Robert Ben Garant
5159,100000000,Universal Pictures,Brad Silberling,Adventure,49438370,Land of the lost,PG-13,6/5/09,102,5.4,Will Ferrell,54864,Chris Henchy
5160,26000000,Paramount Vantage,Christian Alvart,Horror,13248477,Case 39,R,10/1/10,109,6.2,RenÈe Zellweger,65254,Ray Wright
5161,85000000,Universal Pictures,Nancy Meyers,Comedy,112735375,It's complicated,R,12/25/09,100,6.6,Meryl Streep,74245,Nancy Meyers
5162,100000000,Warner Bros.,Spike Jonze,Adventure,77233467,Donde viven los monstruos,PG,10/16/09,101,6.8,Max Records,91833,Spike Jonze
5163,20000000,Lionsgate,Mark Neveldine,Action,13630226,Crank: high voltage,R,4/17/09,96,6.2,Jason Statham,121567,Mark Neveldine
5164,7000000,Fox Searchlight Pictures,Scott Cooper,Drama,39462438,Crazy heart,R,2/5/10,112,7.3,Jeff Bridges,73161,Scott Cooper
5166,35000000,DreamWorks,Thor Freudenthal,Comedy,73034460,Hotel para perros,PG,1/16/09,100,5.4,Emma Roberts,17784,Jeff Lowell
5167,30000000,It's a Laugh Productions,Peter Chelsom,Comedy,79566871,Hannah montana: the movie,G,4/10/09,102,4.3,Miley Cyrus,34118,Dan Berendsen
5168,0,Yellow Bird,Daniel Alfredson,Crime,9081782,The girl who played with fire,R,8/27/10,129,7.2,Noomi Rapace,78771,Jonas Frykberg
5169,70000000,Mod Producciones,Alejandro Amen·bar,Adventure,617840,Agora,R,9/10/10,127,7.2,Rachel Weisz,56850,Alejandro Amen·bar
5170,20000000,Screen Gems,Steve Shill,Drama,68261644,Obsessed,PG-13,4/24/09,108,4.9,BeyoncÈ Knowles,24499,David Loughery
