rank,name,year,total
8067,Battle of warsaw 1920,2011,8417043
8068,The awakening,1980,8415112
8069,The golden era,2014,8408968
8070,Pushing tin,1999,8408835
8071,Gege,2004,8408063
8072,Kamen rider gaim: great soccer battle! golden fruits cup!,2014,8405854
8073,Roommates wanted,2016,8405304
8074,Dr. giggles,1992,8403433
8075,Freche mädchen,2008,8402879
8076,Twice in a lifetime,1985,8402424
8077,Meteor,1979,8400000
8078,Something wicked this way comes,1983,8400000
8079,"Karol - the pope, the man",2006,8398420
8080,Death defying acts,2008,8396245
8081,Malang,2020,8394609
8082,Sadako 2 3d,2013,8385405
8083,Feelings,2003,8385395
8084,Death to smoochy,2002,8382938
8085,Bones,2001,8378853
8086,The hunt,2020,8377244
8087,Wir sind die neuen,2014,8373880
8088,Smoke,1995,8367636
8089,The love punch,2014,8366493
8090,Something wild,1986,8362969
8091,Fortune salon,2009,8362014
8092,Twin dragons,1999,8359717
8093,Some like it cold,2014,8358478
8094,Siegfried,2005,8349626
8095,My life as a dog,1987,8349284
8096,Pettson & findus - katten och gubbens år,2000,8348052
8097,Mr. jones,1993,8345845
8098,I am not your negro,2017,8345298
8099,A simple wish,1997,8345056
8100,Fresh precure!,2009,8341362
8101,Return to paradise,1998,8341087
8102,The big score,2016,8335944
8103,Bordertown,2007,8332427
8104,Old cinderella,2014,8330000
8105,Lipstick,1976,8328666
8106,Happiness,2007,8324700
8107,We are from the future,2008,8321959
8108,Larger than life,1996,8315693
8109,Superior ultraman 8 brothers,2008,8314917
8110,Time renegades,2016,8312361
8111,London boulevard,2010,8307227
8112,The spies,2012,8304356
8113,When mom is away,2019,8299778
8114,The professor and his beloved equation,2006,8299771
8115,Kuroko's basketball: last game,2017,8299018
8116,Beremennyy,2011,8297966
8117,"Help, i shrunk my parents",2018,8292310
8118,Battalion,2015,8292235
8119,Birthday,2019,8291726
8120,The office,2015,8290521
8121,Reckless,1984,8289916
8122,The fish that saved pittsburgh,1979,8281246
8123,Deadly blessing,1981,8279042
8124,Unstoppable marriage,2007,8274007
8125,Up for love,2016,8273919
8126,Flood,2007,8272729
8127,Ymca baseball team,2002,8271113
8128,You are god,2012,8267630
8129,Redline,2007,8267379
8130,Burnt by the sun 2,2010,8266778
8131,Cry-baby,1990,8266343
8132,Sen kimsin?,2012,8261075
8133,The letters,2006,8260214
8134,Satisfaction,1988,8253123
8135,Anonymous,2014,8252627
8136,Merry christmas,2001,8252188
8137,Christopher columbus: the discovery,1992,8251071
8138,Hamilton: i nationens intresse,2012,8249053
8139,The blob,1988,8247943
8140,All inclusive,2009,8242564
8141,Jet lag,2002,8233189
8142,S.w.a.t,2019,8230634
8143,My worst nightmare,2011,8226544
8144,Hoot,2006,8224998
8145,Amongst heroes,2010,8224084
8146,Sunflower,2006,8221999
8147,Bloodline,1979,8218695
8148,Blue steel,1990,8217997
8149,Black robe,1991,8211952
8150,It runs in the family,2003,8211508
8151,The scent,2012,8211138
8152,Runway cop,2012,8209016
8153,Le barzellette,2004,8206544
8154,Whose life is it anyway?,1981,8206145
8155,The machinist,2004,8203235
8156,Lucas,1986,8200000
8157,Return of the cuckoo,2015,8198787
8158,Otto's eleven,2010,8184947
8159,Cave of forgotten dreams,2011,8183347
8160,The big year,2011,8179416
8161,Nick of time,1995,8175346
8162,Holy mess,2015,8172351
8163,Midnight fm,2010,8171078
8164,Woo,1998,8165984
8165,Firestorm,1998,8165212
8166,Control,2007,8159508
8167,Cheetah,1989,8153677
8168,L'auberge rouge,2007,8152990
8169,The edukators,2004,8152859
8170,Eccezzziunale veramente - capitolo secondo... me,2006,8150364
8171,Deepstar six,1989,8143225
8172,Mangal pandey: the rising,2005,8142076
8173,Funny about love,1990,8141292
8174,Memories,2015,8139310
8175,A resistance,2019,8137893
8176,Carmen,2003,8132397
8177,Dead bang,1989,8125592
8178,Prince of the city,1981,8124257
8179,Walk of shame,2014,8122990
8180,Through the fire,2018,8122023
8181,Boy s tenyu,2005,8120875
8182,Cities in love,2015,8120000
8183,Rafadan tayfa 2: göbeklitepe,2019,8117636
8184,Romanzo criminale,2005,8116128
8185,Spartan,2004,8112712
8186,Sexo con amor,2003,8111715
8187,Ernest & celestine,2012,8111137
8188,Happy little submarine: magic box of time,2008,8107623
8189,Outback,2012,8106158
8190,The philadelphia experiment,1984,8103330
8191,The new year's eve of old lee,2016,8099301
8192,Black and white,2008,8096913
8193,"So long, my son",2019,8096596
8194,The man who invented christmas,2017,8096007
8195,Bug,2007,8095658
8196,Soof 2,2016,8095275
8197,Small town rivals,2007,8095062
8198,Fresh,1994,8094616
8199,The shootist,1976,8091910
8200,Streets of fire,1984,8089290
8201,The company men,2011,8087000
8202,The adventures of baron munchausen,1989,8083123
8203,Whisper if i forget,2014,8079191
8204,My giant,1998,8072007
8205,The crossing 2,2015,8070921
8206,Dino king 3d: journey to fire mountain,2018,8065236
8207,Sahara,2017,8061843
8208,El cantante,2007,8057636
8209,Druzya druzey,2014,8055417
8210,Fullmetal alchemist,2017,8053641
8211,Nice to meet you,2018,8051388
8212,The hidden blade,2004,8043781
8213,Aspen extreme,1993,8041049
8214,Sea level,2011,8039544
8215,Dead ringers,1988,8038508
8216,The ice storm,1997,8038061
8217,Heroine,2012,8036853
8218,Billu,2009,8034797
8219,Tanguy is back,2019,8033866
8220,Haunted honeymoon,1986,8033397
8221,Counter investigation,2007,8029345
8222,The texas chainsaw massacre 2,1986,8025872
8223,The meteor man,1993,8016708
8224,Me and you and everyone we know,2005,8012838
8225,The house where the mermaid sleeps,2018,8011220
8226,The great white hype,1996,8008255
8227,One man and his cow,2016,8003756
8228,My king,2015,8003331
8229,Disobedience,2018,8003180
8230,Apne,2007,8002973
8231,Night crossing,1982,8000000
8232,In the electric mist,2009,7999896
8233,Life itself,2018,7997774
8234,Denial,2016,7994527
8235,Dazed and confused,1993,7993039
8236,Crô: o filme,2013,7988278
8237,American splendor,2003,7986084
8238,The pirate movie,1982,7983086
8239,Sakura guardian in the north,2018,7978105
8240,The fixies: top secret,2017,7976551
8241,Metallica through the never,2013,7975812
8242,Kamen rider kiva: king of the castle in the demon world,2008,7972682
8243,Merci pour le chocolat,2002,7972251
8244,Gurasuhoppâ,2015,7971675
8245,The team,2014,7970084
8246,The french kissers,2009,7969540
8247,Silk,2007,7965682
8248,"Coconut, the little dragon",2014,7964267
8249,My mom's new boyfriend,2008,7963718
8250,Strange days,1995,7959291
8251,Fanfan,2003,7949963
8252,Isi/disi - amor a lo bestia,2004,7948409
8253,Tough as iron,2013,7943977
8254,Bibi blocksberg und das geheimnis der blauen eulen,2004,7942498
8255,Chasing mavericks,2012,7942116
8256,Suspiria,2018,7942093
8257,Blankman,1994,7941977
8258,Penguins in the sky - asahiyama zoo,2009,7941437
8259,Gogol. the beginning,2017,7939761
8260,Funny games,2008,7938872
8261,The vulture,2009,7937312
8262,A thousand acres,1997,7936780
8263,Planeta singli 3,2019,7935472
8264,Baahubali: the beginning,2015,7934787
8265,American hot wax,1978,7932571
8266,Ai amok,2020,7932191
8267,On the way to school,2013,7931596
8268,Measuring the world,2012,7930771
8269,Unstrung heroes,1995,7929434
8270,Coffee and cigarettes,2004,7929307
8271,White fang,2018,7928696
8272,The chase,1994,7924955
8273,Bushwhacked,1995,7919823
8274,Asmali konak: hayat,2003,7919279
8275,Sunshine,1999,7918035
8276,Brigada: naslednik,2012,7917683
8277,Iesu! purikyua 5 gô gô! okashi no kuni no happî bâsudei,2008,7917458
8278,7 guardians of the tomb,2018,7910928
8279,The brink's job,1978,7909950
8280,Marriage blue,2013,7903932
8281,Herb,2007,7903158
8282,Insanity,2015,7901512
8283,The treacherous,2015,7899033
8284,Kamen rider ghost: the 100 eyecons and ghost's fateful moment,2016,7897263
8285,The ark of mr chow,2015,7894075
8286,Porn in the hood,2012,7893757
8287,Vincent wants to sea,2010,7892908
8288,Bunshinsaba 3,2014,7890000
8289,Just the way you are,1984,7889694
8290,Teen wolf too,1987,7888703
8291,The funhouse,1981,7886857
8292,Gardener,2003,7885479
8293,Pavarotti,2019,7885016
8294,Vampire sisters,2012,7883772
8295,The battle of jangsari,2019,7883200
8296,Black water,2018,7882387
8297,Big match,2014,7880684
8298,City island,2009,7878856
8299,Inside job,2010,7871522
8300,A day,2017,7868316
8301,Goal ii: living the dream,2007,7864905
8302,Famous five,2012,7863913
8303,Pope john paul ii,2006,7863060
8304,The roommates party,2015,7862364
8305,For a few bullets,2016,7860447
8306,Salut d'amour,2015,7858183
8307,Touken ranbu: the movie,2019,7858150
8308,Wild chicks in love,2007,7856086
8309,Qualquer gato vira-lata,2011,7856048
8310,"Lord, give me patience",2017,7855570
8311,It may be love but it doesn't show,2011,7855434
8312,The freshmen,2018,7853811
8313,The red shoes,2005,7853740
8314,Pele: birth of a legend,2016,7846608
8315,D.a.r.y.l.,1985,7840873
8316,Fatal instinct,1993,7839327
8317,Princess lillifee,2009,7836005
8318,Summer hours,2008,7835857
8319,The lady,2011,7832142
8320,The little drummer girl,1984,7828841
8321,Dead calm,1989,7825009
8322,Felix - ein hase auf weltreise,2005,7821859
8323,Serial mom,1994,7820688
8324,The hole,2001,7819851
8325,The best of times,1986,7817314
8326,Renoir,2013,7816573
8327,Dear my love,2009,7816156
8328,Ali baba and the seven dwarfs,2015,7816034
8329,Little big panda,2011,7812864
8330,Dongju: the portrait of a poet,2016,7809531
8331,Tupac: resurrection,2003,7808524
8332,Qué león,2018,7807916
8333,Bibi & tina voll verhext!,2014,7807600
8334,Axel 2: adventures of the spacekids,2017,7806368
8335,Bad words,2014,7804337
8336,Pitbull. nowe porzadki,2016,7802960
8337,Carrossel: o filme,2015,7802639
8338,Long live the king,2019,7801577
8339,House ii: the second story,1987,7800000
8340,Vertigo,1958,7796389
8341,Amazing grace,2018,7796112
8342,Warsaw '44,2014,7795076
8343,The three investigators and the secret of skeleton island,2007,7789549
8344,If looks could kill,1991,7788597
8345,In the loop,2009,7787487
8346,The children of huang shi,2008,7785975
8347,My führer,2007,7785273
8348,Lovers of 6 years,2008,7780316
8349,False trail,2011,7780071
8350,Real women have curves,2002,7777790
8351,Ants in the pants,2000,7775236
8352,Killing me softly,2002,7775138
8353,Soar into the sun,2012,7772028
8354,Sirens,1994,7770731
8355,Un'estate al mare,2008,7770731
8356,For those we love,2007,7769311
8357,P2,2007,7766240
8358,Grandma gangsters,2010,7765343
8359,Will you be there?,2016,7762907
8360,Heartbreak hotel,2006,7762765
8361,Raaz: the mystery continues,2009,7761779
8362,By the grace of god,2019,7755652
8363,"Enemies, a love story",1989,7754571
8364,Michou d'auber,2007,7754566
8365,8 novykh svidaniy,2015,7752894
8366,Muita calma nessa hora,2010,7744506
8367,The beast within,1982,7742572
8368,Vsyo mogut koroli,2008,7738781
8369,3 idiotas,2017,7738470
8370,Butterfly,2000,7738129
8371,Certified copy,2010,7736632
8372,Love live! sunshine!! the school idol movie: over the rainbow,2019,7733048
8373,Un + une,2015,7732614
8374,Explosion,2017,7731410
8375,Cedar rapids,2011,7728936
8376,Selam,2013,7728852
8377,Man on the train,2002,7727906
8378,Surviving the game,1994,7727256
8379,The state counsellor,2005,7726507
8380,"The cook, the thief, his wife & her lover",1990,7724701
8381,Mia madre,2015,7723656
8382,Disorganized crime,1989,7723506
8383,A new life,1988,7721852
8384,Expelled: no intelligence allowed,2008,7720487
8385,Summer in berlin,2006,7718317
8386,The masked gang: iraq,2007,7717183
8387,Hayabusa: the long voyage home,2012,7713159
8388,Snow flower,2019,7709399
8389,The sweeney,2012,7708312
8390,Kevin hart: laugh at my pain,2011,7706436
8391,Roger & me,1989,7706368
8392,Bpm (beats per minute),2017,7704369
8393,The disappearance of haruhi suzumiya,2010,7701498
8394,Who am i,2014,7700259
8395,Penguins,2019,7699452
8396,No,2012,7699095
8397,Anubis: het pad der 7 zonden,2008,7698532
8398,Mr. & mrs. bridge,1990,7698010
8399,Lump of sugar,2006,7697689
8400,Squadron 303,2018,7694425
8401,Declaration of war,2011,7691610
8402,The true story of puss'n boots,2009,7687222
8403,Finding fanny,2014,7685784
8404,Runaway train,1985,7683620
8405,Strictly business,1991,7683267
8406,Leave no trace,2018,7682928
8407,Love now,2007,7682133
8408,Break out,2002,7680210
8409,The hunting party,2007,7674033
8410,I am: sm town live world tour in madison square garden,2012,7665780
8411,Leopardi,2014,7664764
8412,Lolo,2015,7663798
8413,Steal,2002,7662206
8414,He-man and she-ra: the secret of the sword,1985,7660857
8415,A scanner darkly,2006,7659918
8416,Praybeyt benjamin,2011,7654855
8417,Fatso,1980,7653061
8418,Shattered,2007,7651640
8419,The prisoner of zenda,1979,7650600
8420,Paper planes,2015,7646673
8421,Return of the mafia,2012,7646534
8422,Beautiful world,2012,7641409
8423,Sex and lucía,2001,7640680
8424,Sauerkrautkoma,2018,7640109
8425,Youth never returns,2015,7636318
8426,Pandas,2018,7635778
8427,Quicksilver,1986,7634909
8428,Midnight sun,2006,7634058
8429,Just getting started,2017,7634022
8430,Thoda pyaar thoda magic,2008,7631012
8431,Red shoes and the seven dwarfs,2019,7625842
8432,The white crow,2019,7622595
8433,Monkeybone,2001,7622365
8434,Fullmetal alchemist: the sacred star of milos,2011,7621364
8435,The emperor of paris,2018,7611035
8436,Ninja iii: the domination,1984,7610785
8437,Only lovers left alive,2013,7609187
8438,Rockman. exe: the program of light and darkness,2005,7606778
8439,Losing isaiah,1995,7603766
8440,Kidnap,2008,7601003
8441,Thor: legend of the magical hammer,2011,7600557
8442,Piter fm,2006,7595138
8443,The flower of evil,2003,7587959
8444,Klovn forever,2015,7585569
8445,The classic,2003,7582367
8446,Verliefd op ibiza,2013,7581025
8447,Zhenikh,2016,7580125
8448,The vexxer,2007,7578307
8449,My boyfriend is type-b,2005,7576904
8450,Burning,2018,7576345
8451,Matinee,2019,7576145
8452,Sprung,1997,7575028
8453,Miss you already,2015,7573997
8454,Krippendorf's tribe,1998,7571115
8455,Hanni & nanni 3,2013,7569188
8456,Club dread,2004,7565807
8457,Hackers,1995,7563728
8458,Doa: dead or alive,2006,7563172
8459,Into the night,1985,7562164
8460,Just love me,2006,7561806
8461,The jerky boys,1995,7557877
8462,Partir,2009,7556034
8463,Hippocrates: diary of a french doctor,2014,7555591
8464,Wanted: dead or alive,1987,7555000
8465,Turma da mônica: laços,2019,7554706
8466,"Kiki, love to love",2016,7551282
8467,Insane,2016,7550254
8468,The advocate: a missing body,2015,7550177
8469,Take me home tonight,2011,7550073
8470,A bigger splash,2015,7545758
8471,City of damnation,2009,7545744
8472,"Pettson and findus: a little nuisance, a great friendship",2014,7545421
8473,The taste of money,2012,7539438
8474,12,2007,7537453
8475,Damage,1992,7532911
8476,Albert nobbs,2011,7532259
8477,Closed diary,2007,7530455
8478,Kamen rider reiwa: the first generation,2019,7529337
8479,Love lasts three years,2012,7526448
8480,Gekijouban pengin no mondai: shiawase no aoi tori de gopennasai,2009,7522074
8481,Nothing like the holidays,2008,7519490
8482,Ah boys to men ii,2013,7517054
8483,Super kamen rider den-o & decade neo generations: the onigashima battleship,2009,7510661
8484,Beirut,2018,7509436
8485,Where do we go now?,2011,7507008
8486,Finding mr. destiny,2010,7506771
8487,The amazing panda adventure,1995,7506759
8488,Inuyasha the movie 2: the castle beyond the looking glass,2002,7506630
8489,Rikidozan: a hero extraordinary,2004,7505881
8490,The whistleblower,2019,7505141
8491,The sugarland express,1974,7504841
8492,The heist of the century,2020,7504226
8493,Agatha,1979,7500000
8494,How to beat the high cost of living,1980,7500000
8495,How to become a detective,1980,7500000
8496,Anja & viktor,2001,7499108
8497,Fukushima 50,2020,7494243
8498,The trip to bountiful,1985,7491903
8499,Mortal ouija,2019,7489619
8500,Art of fighting,2006,7489032
8501,Open season 3,2010,7487555
8502,The scam,2009,7486498
8503,Cash,2007,7481601
8504,Creep,2005,7480424
8505,Frantz,2016,7478354
8506,Wild 7,2011,7477941
8507,Amitiés sincères,2013,7472502
8508,The race,2002,7472476
8509,Gogol. viy,2018,7471349
8510,F.c. de kampioenen,2013,7471304
8511,Foxes,1980,7470348
8512,Killer toon,2013,7468796
8513,Stealing home,1988,7467504
8514,Way to find the best life,2019,7466578
8515,Michel vaillant,2003,7463092
8516,The tall man,2012,7462847
8517,Running with scissors,2006,7460797
8518,Spellbound,2003,7457710
8519,Ostwind 3: aufbruch nach ora,2017,7456105
8520,Big game,2015,7455398
8521,Black nativity,2013,7454185
8522,La maison du bonheur,2006,7453316
8523,I'll see you in my dreams,2015,7452512
8524,Melissa p.,2005,7450832
8525,Where the money is,2000,7450414
8526,Hunter x hunter: the last mission,2013,7449778
8527,Happy little submarines 4 - adventures of octopus,2014,7449438
8528,Einstein and einstein,2018,7448509
8529,Belleville cop,2018,7446815
8530,Yu-gi-oh!: the dark side of dimensions,2016,7445186
8531,Five times two,2004,7444906
8532,Vinci,2004,7443126
8533,Prizrak,2015,7442911
8534,Brittany runs a marathon,2019,7442106
8535,Mcdull: pork of music,2012,7436362
8536,Goin' south,1978,7435671
8537,Mayday life,2019,7435496
8538,Genius,2016,7435006
8539,"Remi, nobody's boy",2018,7434840
8540,Harley davidson and the marlboro man,1991,7434726
8541,Maximum overdrive,1986,7433663
8542,Mere baap pehle aap,2008,7433423
